OrderID,Order Date,Customer Name,Country,Region,State,City,Postal Code,Segment,Ship Date,Ship Mode
BN-2014-1328067,06-08-2014,Jasmine Slater,United States,South,Tennessee,Chattanooga,37421,Corporate,08-08-2014,Economy Plus
AZ-2012-3030732,03-12-2012,Archer Hort,United States,South,Florida,Ponte Vedra Beach,32004,Consumer,06-12-2012,Economy Plus
AZ-2012-5999614,10-01-2012,Isabelle Gould,United States,Central,Missouri,Springfield,65807,Consumer,11-01-2012,Priority
BN-2011-6162681,30-05-2011,Angus Ibsch,United States,West,Arizona,Scottsdale,85254,Consumer,02-06-2011,Priority
BN-2012-8886681,20-10-2012,Toby Labilliere,United States,West,Washington,Redmond,98052,Consumer,23-10-2012,Economy Plus
BN-2012-9766110,12-11-2012,Richard Poole,United States,East,Maryland,Ellicott City,21042,Home Office,16-11-2012,Economy
BN-2014-4354402,30-09-2014,Sofia de Castella,United States,Central,Illinois,Lombard,60148,Consumer,02-10-2014,Priority
AZ-2014-2071834,11-12-2014,Peter Daly,United States,East,Pennsylvania,Wilkinsburg,15221,Consumer,11-12-2014,Immediate
BN-2013-1628008,25-02-2013,Kai Leonard,United States,South,Kentucky,Covington,41011,Corporate,01-03-2013,Economy
BN-2014-6079376,17-10-2014,Alexandra Portus,United States,East,Massachusetts,Boston,2118,Corporate,23-10-2014,Economy
BN-2013-4799461,05-02-2013,Jennifer Mattingly,United States,South,Tennessee,Knoxville,37918,Home Office,05-02-2013,Immediate
BN-2013-1667330,07-03-2013,Christy Wiley,United States,South,Kentucky,Paducah,42003,Consumer,11-03-2013,Economy
AZ-2013-5974172,19-06-2013,Jose Gambino,United States,Central,Michigan,East Lansing,48823,Corporate,22-06-2013,Economy Plus
BN-2014-7539265,17-12-2014,Pamela Searles,United States,West,Washington,Seattle,98103,Home Office,22-12-2014,Economy
BN-2014-1068004,16-09-2014,Shannon Howe,United States,West,Montana,Bozeman,59715,Consumer,22-09-2014,Economy
BN-2011-6627390,28-12-2011,Molly Hawkins,United States,West,Utah,Draper,84020,Home Office,01-01-2012,Economy Plus
BN-2011-2476139,17-08-2011,Lola Hughes,United States,Central,Texas,Hurst,76053,Consumer,22-08-2011,Economy
AZ-2014-8568817,11-09-2014,Amber Adams,United States,West,Oregon,Medford,97504,Corporate,12-09-2014,Priority
BN-2012-7331747,02-11-2012,Tia Metcalfe,United States,Central,Texas,Seguin,78155,Consumer,08-11-2012,Economy
AZ-2013-6800942,30-11-2013,Ethan Barrett,United States,East,Connecticut,Branford,6405,Consumer,02-12-2013,Priority
BN-2012-256121,22-08-2012,Anthony Spooner,United States,South,Tennessee,Maryville,37804,Corporate,28-08-2012,Economy
BN-2014-9564073,26-06-2014,Toni Lanz,United States,West,California,Huntington Beach,92646,Consumer,01-07-2014,Economy
BN-2011-493873,15-02-2011,Tyson Ebden,United States,South,North Carolina,Indian Trail,28079,Consumer,20-02-2011,Economy
AZ-2013-3224122,20-07-2013,Millie Franklin,United States,South,Florida,West Palm Beach,33407,Consumer,24-07-2013,Economy
AZ-2013-6261184,27-08-2013,Elise Ali,United States,Central,Texas,Sulphur Springs,75482,Home Office,02-09-2013,Economy
BN-2012-1321856,19-01-2012,Timothy Pownall,United States,West,Utah,Lehi,84043,Consumer,23-01-2012,Economy
BN-2014-2863458,14-08-2014,John Kemp,United States,West,California,Oxnard,93030,Home Office,18-08-2014,Economy
AZ-2014-5857850,25-06-2014,Toby Patterson,United States,South,Florida,Altamonte Springs,32701,Home Office,29-06-2014,Economy Plus
BN-2014-5871078,26-02-2014,Jack Holland,United States,South,Florida,Saint Petersburg,33710,Consumer,04-03-2014,Economy
AZ-2013-8622120,10-12-2013,Rachel Morton,United States,Central,Michigan,Warren,48093,Corporate,15-12-2013,Economy
AZ-2012-9049476,17-09-2012,Layla Furnell,United States,Central,Texas,Euless,76039,Consumer,19-09-2012,Priority
BN-2014-3013563,15-05-2014,Chloe Miller,United States,East,Massachusetts,Boston,2129,Consumer,19-05-2014,Economy Plus
AZ-2012-9094578,02-03-2012,Rory Chambers,United States,South,Tennessee,Clarksville,37042,Consumer,07-03-2012,Economy
BN-2013-8249195,09-11-2013,Gracie Hicks,United States,West,California,Laguna Hills,92653,Consumer,16-11-2013,Economy
AZ-2013-327406,28-05-2013,Rory Gunson,United States,East,New York,Utica,13501,Consumer,01-06-2013,Economy
BN-2013-1315378,02-12-2013,Katherine Grant,United States,Central,Kansas,Garden City,67846,Consumer,07-12-2013,Economy
BN-2014-5824025,15-08-2014,Amy Nixon,United States,East,Maryland,Ellicott City,21042,Consumer,16-08-2014,Priority
BN-2013-6699352,12-09-2013,Kimberly Jones,United States,South,Georgia,Martinez,30907,Corporate,17-09-2013,Economy
BN-2014-2369995,20-02-2014,Alexander Bennett,United States,East,New York,New York City,10012,Corporate,27-02-2014,Economy
BN-2014-8266627,12-06-2014,Charles Builder,United States,South,Louisiana,New Iberia,70560,Consumer,13-06-2014,Priority
BN-2013-2755077,04-06-2013,George To Rot,United States,South,Georgia,Sandy Springs,30328,Corporate,07-06-2013,Economy Plus
BN-2014-2274076,27-09-2014,Toby Patterson,United States,West,Montana,Bozeman,59715,Home Office,29-09-2014,Priority
BN-2014-2616164,27-12-2014,Carl Proctor,United States,South,Arkansas,Sherwood,72116,Consumer,30-12-2014,Economy Plus
BN-2014-444620,17-11-2014,Tricia Bustamante,United States,Central,Michigan,Flint,48505,Corporate,21-11-2014,Economy
AZ-2013-4330374,26-06-2013,Summer Hayward,United States,West,Idaho,Eagle,83616,Consumer,01-07-2013,Economy
BN-2013-7023709,14-08-2013,Brooke Horton,United States,South,Arkansas,Jonesboro,72401,Consumer,18-08-2013,Economy
BN-2013-9987561,20-08-2013,Eric Anderson,United States,East,Ohio,Hilliard,43026,Home Office,27-08-2013,Economy
BN-2012-8726185,10-04-2012,David Lowe,United States,South,Florida,Saint Petersburg,33710,Consumer,14-04-2012,Economy
BN-2014-4460556,01-07-2014,Skye Hammond,United States,South,Tennessee,Morristown,37814,Corporate,04-07-2014,Economy Plus
BN-2013-583958,08-06-2013,Madison Chadwick,United States,Central,Texas,Harlingen,78550,Consumer,09-06-2013,Priority
BN-2012-704979,03-12-2012,Melody Nelson,United States,West,Montana,Bozeman,59715,Corporate,07-12-2012,Economy
BN-2011-6008282,26-12-2011,Carol Evans,United States,South,Virginia,Waynesboro,22980,Consumer,26-12-2011,Immediate
AZ-2014-8438862,20-08-2014,Henry Chandler,United States,East,Ohio,Upper Arlington,43221,Home Office,25-08-2014,Economy
BN-2011-3210796,13-12-2011,Kevin Madigan,United States,West,California,Santa Cruz,95062,Consumer,17-12-2011,Economy
AZ-2012-302148,06-03-2012,William Jolly,United States,West,California,Goleta,93117,Consumer,08-03-2012,Economy Plus
BN-2012-2480947,01-10-2012,Evan Allen,United States,West,Idaho,Twin Falls,83301,Corporate,05-10-2012,Economy
BN-2012-873448,25-09-2012,Isabella Secombe,United States,South,Georgia,Marietta,30062,Consumer,30-09-2012,Economy
BN-2013-528810,15-04-2013,Thomas Shepherd,United States,Central,South Dakota,Aberdeen,57401,Corporate,20-04-2013,Economy Plus
AZ-2011-2598415,27-05-2011,Lincoln Want,United States,Central,Oklahoma,Moore,73160,Consumer,30-05-2011,Priority
BN-2014-5301206,29-12-2014,Jay Collier,United States,Central,Texas,Denton,76201,Consumer,31-12-2014,Priority
AZ-2013-7698467,26-09-2013,Kayla Ronald,United States,South,Virginia,Richmond,23223,Corporate,01-10-2013,Economy
AZ-2012-7273357,16-11-2012,Chelsea Howell,United States,East,New York,Cheektowaga,14225,Consumer,20-11-2012,Economy
AZ-2014-1067698,27-11-2014,Chloe Miller,United States,West,California,Los Angeles,90049,Consumer,29-11-2014,Priority
BN-2011-4097137,13-12-2011,Holly Noble,United States,South,Florida,Kendall,33156,Consumer,18-12-2011,Economy
BN-2011-1148567,28-11-2011,Maynard Moorman,United States,South,Georgia,La Grange,30240,Consumer,03-12-2011,Economy Plus
BN-2011-5294325,25-05-2011,Angus Reading,United States,East,Ohio,Westlake,44145,Corporate,29-05-2011,Economy
AZ-2013-2914891,02-07-2013,John Basser,United States,East,Ohio,Westlake,44145,Corporate,04-07-2013,Priority
AZ-2012-5610713,22-09-2012,James Groom,United States,West,California,Yuba City,95991,Corporate,24-09-2012,Priority
BN-2012-5839370,23-01-2012,Declan Dundas,United States,Central,Michigan,Rochester Hills,48307,Corporate,27-01-2012,Economy
BN-2013-2678087,09-11-2013,Larry Lambert,United States,West,California,Mission Viejo,92691,Consumer,14-11-2013,Economy
BN-2011-8337636,02-06-2011,Minnie Cash,United States,South,Tennessee,Columbia,38401,Corporate,07-06-2011,Economy Plus
BN-2011-7796258,04-06-2011,Elise Ali,United States,South,Virginia,Alexandria,22304,Home Office,09-06-2011,Economy
BN-2011-7963759,24-08-2011,Anna Kelly,United States,East,Maryland,Laurel,20707,Corporate,28-08-2011,Economy
BN-2014-9235525,18-08-2014,Maya Pamphlett,United States,Central,Indiana,Anderson,46016,Consumer,24-08-2014,Economy
AZ-2013-3983168,12-06-2013,Corey Browne,United States,Central,Texas,San Antonio,78207,Consumer,15-06-2013,Priority
AZ-2011-6439906,11-01-2011,Summer Hayward,United States,Central,Illinois,Addison,60101,Consumer,15-01-2011,Economy
BN-2012-8691355,11-06-2012,Edward Dolling,United States,South,Louisiana,New Iberia,70560,Consumer,15-06-2012,Economy
BN-2013-833210,13-12-2013,Imogen Smithies,United States,West,California,Los Angeles,90049,Corporate,13-12-2013,Immediate
AZ-2014-6264387,10-06-2014,Zoe Lanigan,United States,South,Louisiana,New Iberia,70560,Corporate,15-06-2014,Economy
BN-2011-4438698,13-12-2011,Zoe Lanigan,United States,Central,Michigan,Warren,48093,Corporate,18-12-2011,Economy Plus
AZ-2014-1669266,19-09-2014,Mackenzie Whitford,United States,West,New Mexico,Hobbs,88240,Consumer,22-09-2014,Economy Plus
BN-2013-8197561,16-05-2013,Marcus Leon,United States,West,California,Los Angeles,90049,Corporate,22-05-2013,Economy
BN-2014-1489324,25-04-2014,Larry Klaus,United States,South,Georgia,Woodstock,30188,Corporate,29-04-2014,Economy
BN-2014-5780585,09-12-2014,Demi Power,United States,East,New York,Central Islip,11722,Consumer,14-12-2014,Economy
BN-2014-3094583,26-09-2014,Jordan Peacock,United States,Central,Kansas,Wichita,67212,Corporate,29-09-2014,Economy Plus
BN-2014-1462193,21-08-2014,Rebecca Heysen,United States,South,South Carolina,Hilton Head Island,29915,Corporate,24-08-2014,Economy Plus
BN-2014-319061,11-02-2014,Tia Metcalfe,United States,South,Virginia,Chesapeake,23320,Consumer,13-02-2014,Priority
BN-2014-7135917,12-09-2014,Mark Washington,United States,East,New York,Harrison,10528,Home Office,15-09-2014,Priority
AZ-2013-425562,13-08-2013,Nicole Johns,United States,Central,Texas,Huntsville,77340,Consumer,17-08-2013,Economy
BN-2013-6158270,10-10-2013,Jade Howe,United States,West,Utah,Roy,84067,Corporate,14-10-2013,Economy Plus
AZ-2014-6061991,18-11-2014,Gerald Galvan,United States,West,Arizona,Chandler,85224,Corporate,20-11-2014,Economy Plus
BN-2011-1973226,25-08-2011,Eve Spencer,United States,Central,Texas,Flower Mound,75028,Consumer,28-08-2011,Priority
BN-2013-893797,29-05-2013,Spencer Akhtar,United States,East,Ohio,Boardman,44512,Consumer,05-06-2013,Economy
BN-2011-5791319,19-11-2011,Philip Newsom,United States,West,California,Laguna Hills,92653,Corporate,21-11-2011,Economy Plus
AZ-2012-4532840,13-08-2012,Jasmine Hanson,United States,Central,Wisconsin,West Bend,53095,Consumer,15-08-2012,Priority
AZ-2013-4737507,07-04-2013,Jade Howe,United States,Central,Michigan,Allen Park,48101,Corporate,09-04-2013,Economy Plus
AZ-2013-4238968,17-05-2013,Ruby Blomfield,United States,East,Pennsylvania,Sharon,16146,Consumer,22-05-2013,Economy
AZ-2013-9573927,15-08-2013,Jonathan Franklin,United States,Central,Texas,Highland Village,75067,Home Office,16-08-2013,Priority
BN-2011-6893107,01-04-2011,Kayla Tearle,United States,West,California,Encinitas,92024,Corporate,04-04-2011,Priority
BN-2013-2588194,09-10-2013,Jared Wurster,United States,Central,Iowa,Clinton,52732,Consumer,10-10-2013,Priority
BN-2014-2557638,26-05-2014,Laura Elizabeth,United States,West,California,Los Angeles,90068,Consumer,28-05-2014,Economy Plus
BN-2013-7163179,31-05-2013,Harvey Drozd,United States,East,New Jersey,Belleville,7109,Consumer,06-06-2013,Economy
BN-2014-9212655,08-08-2014,Mohammed Arnold,United States,Central,Texas,Seguin,78155,Consumer,13-08-2014,Economy
BN-2012-4476459,23-07-2012,Alex Greenwood,United States,East,Maryland,Gaithersburg,20877,Consumer,30-07-2012,Economy
BN-2014-4787383,18-06-2014,Rebecca Cook,United States,Central,Indiana,Granger,46530,Corporate,23-06-2014,Economy Plus
BN-2014-5562074,17-11-2014,Kimberly Jones,United States,East,New York,New York City,10177,Corporate,21-11-2014,Economy
BN-2012-5319905,20-01-2012,Ella Harrhy,United States,West,Arizona,Prescott,86301,Corporate,24-01-2012,Economy
BN-2014-9289926,13-08-2014,Alexandra Macdonald,United States,South,Arkansas,West Memphis,72301,Corporate,17-08-2014,Economy
AZ-2014-4634987,08-08-2014,Isabelle Gould,United States,Central,Texas,Leander,78641,Consumer,14-08-2014,Economy
BN-2014-2423414,18-03-2014,Claudia Poore,United States,West,Washington,Seattle,98115,Corporate,21-03-2014,Economy Plus
AZ-2012-8353362,20-12-2012,Melody Nelson,United States,West,California,Stockton,95207,Corporate,24-12-2012,Economy
AZ-2012-6445968,22-03-2012,Lincoln Want,United States,Central,Minnesota,Maple Grove,55369,Consumer,26-03-2012,Economy
BN-2013-8844888,16-08-2013,Louis Scott,United States,Central,Texas,Amarillo,79109,Corporate,20-08-2013,Economy Plus
BN-2012-1206890,31-12-2012,Angelina Beeton,United States,East,New York,Harrison,10528,Consumer,04-01-2013,Economy
BN-2013-9926490,02-11-2013,Rhonda Ford,United States,South,Florida,Jupiter,33458,Consumer,06-11-2013,Economy Plus
AZ-2012-1210526,21-09-2012,Aidan Rowe,United States,Central,Indiana,Jeffersonville,47130,Consumer,26-09-2012,Economy
BN-2013-4893247,17-01-2013,Logan Tilley,United States,East,New Jersey,Hawthorne,7506,Consumer,21-01-2013,Economy
BN-2014-3913645,29-12-2014,Mark Washington,United States,East,Massachusetts,Beverly,1915,Home Office,02-01-2015,Economy
BN-2014-1551236,19-08-2014,Jasmine Slater,United States,Central,Indiana,Frankfort,46041,Corporate,22-08-2014,Priority
AZ-2011-5002447,01-06-2011,Maddison Breen,United States,Central,Minnesota,Roseville,55113,Corporate,06-06-2011,Economy
AZ-2013-7982799,17-07-2013,Ngoc Orozco,United States,East,Maryland,Odenton,21113,Home Office,20-07-2013,Priority
AZ-2013-3911329,17-09-2013,Lilly Le Grand,United States,East,Maine,Sanford,4073,Home Office,20-09-2013,Priority
BN-2013-6496394,18-11-2013,Beverly Brooks,United States,South,Florida,Boca Raton,33433,Consumer,22-11-2013,Economy
BN-2013-8115911,05-08-2013,Stella Hellyer,United States,South,Georgia,Atlanta,30318,Consumer,09-08-2013,Economy
BN-2012-9614623,05-01-2012,Luz Reilly,United States,Central,Indiana,Munster,46321,Consumer,09-01-2012,Economy
BN-2014-8656062,15-12-2014,Declan Dundas,United States,West,California,Encinitas,92024,Corporate,21-12-2014,Economy
AZ-2011-3304186,18-04-2011,Benjamin Lee,United States,South,North Carolina,Rocky Mount,27801,Corporate,20-04-2011,Economy Plus
BN-2013-9290481,29-01-2013,Jade Howe,United States,South,Virginia,Rose Hill,24281,Corporate,02-02-2013,Economy
BN-2011-2468159,02-02-2011,Brandon Preston,United States,East,Pennsylvania,Philadelphia,19140,Consumer,06-02-2011,Economy
BN-2014-3375705,17-02-2014,Spencer Hull,United States,Central,Texas,Eagle Pass,78852,Consumer,18-02-2014,Priority
BN-2011-8234232,10-05-2011,Erick Tanner,United States,West,Arizona,Oro Valley,85737,Corporate,12-05-2011,Economy Plus
BN-2012-2380849,16-04-2012,Gracie Hicks,United States,South,Arkansas,Paragould,72450,Consumer,20-04-2012,Economy
BN-2012-183691,23-08-2012,Kimberly Jones,United States,Central,Indiana,Hammond,46324,Corporate,25-08-2012,Economy Plus
AZ-2014-7615629,10-02-2014,Tyson Brookman,United States,East,Massachusetts,Webster,1570,Consumer,13-02-2014,Priority
BN-2011-4861178,06-09-2011,Ryan Greenwood,United States,Central,Wisconsin,New Berlin,53151,Consumer,10-09-2011,Economy
AZ-2012-8282656,21-11-2012,Georgina Fuller,United States,East,New Hampshire,Laconia,3246,Consumer,24-11-2012,Economy Plus
BN-2014-8322857,24-03-2014,Mia McLean,United States,East,New York,New York City,10115,Corporate,29-03-2014,Economy
BN-2014-388260,07-08-2014,Archer Hort,United States,Central,Indiana,Crown Point,46307,Consumer,12-08-2014,Economy
BN-2013-1382907,11-05-2013,Sophie Franklin,United States,South,Florida,Dunedin,34698,Corporate,15-05-2013,Economy
BN-2012-7644341,17-11-2012,Angelina Hurst,United States,West,Washington,Kirkland,98034,Consumer,21-11-2012,Economy
BN-2011-2113749,30-08-2011,Elise Ali,United States,West,California,Los Angeles,90041,Home Office,06-09-2011,Economy
BN-2011-3032749,10-02-2011,Victoria Bell,United States,West,Arizona,Gilbert,85234,Home Office,10-02-2011,Immediate
AZ-2012-2467107,18-06-2012,William Horton,United States,East,New Jersey,Lodi,7644,Consumer,20-06-2012,Economy Plus
BN-2011-6722454,26-01-2011,Joseph Locke,United States,East,Ohio,Mount Vernon,43050,Corporate,30-01-2011,Economy
BN-2012-1029771,10-09-2012,Lucas Breillat,United States,East,West Virginia,Wheeling,26003,Home Office,14-09-2012,Economy Plus
BN-2013-5807388,11-11-2013,Alice Black,United States,West,California,Vacaville,95687,Home Office,15-11-2013,Economy
BN-2014-5849086,13-09-2014,Archie Whittaker,United States,West,Montana,Bozeman,59715,Home Office,18-09-2014,Economy
BN-2012-2002829,23-01-2012,Betty Reynolds,United States,Central,Illinois,Chicago,60601,Corporate,29-01-2012,Economy
BN-2014-2088809,25-06-2014,Kristal McCaslin,United States,Central,Kansas,Pittsburg,66762,Corporate,01-07-2014,Economy
BN-2014-7598465,22-01-2014,Georgina Arnold,United States,East,New York,Central Islip,11722,Corporate,26-01-2014,Economy
BN-2012-1710489,28-09-2012,Samantha Reynell,United States,Central,Texas,Georgetown,78626,Home Office,30-09-2012,Economy Plus
BN-2011-2986565,23-08-2011,Harry Josephson,United States,South,Georgia,Rome,30161,Consumer,29-08-2011,Economy
BN-2012-6527572,14-03-2012,Michael Watkins,United States,South,North Carolina,Charlotte,28206,Home Office,15-03-2012,Priority
BN-2013-3222447,26-07-2013,Travis Corchado,United States,Central,Indiana,East Chicago,46312,Corporate,31-07-2013,Economy
BN-2014-5013417,26-12-2014,Toby Clunie,United States,Central,Minnesota,Minnetonka Mills,55343,Consumer,27-12-2014,Priority
BN-2013-1262066,10-09-2013,Hazel Turner,United States,South,Arkansas,Little Rock,72209,Home Office,14-09-2013,Economy Plus
BN-2014-6598534,02-08-2014,Lola Dale,United States,South,North Carolina,Raleigh,27604,Consumer,08-08-2014,Economy
BN-2011-8172607,23-12-2011,Evie Flockhart,United States,East,Pennsylvania,Plum,15239,Consumer,26-12-2011,Economy Plus
BN-2013-441704,13-06-2013,Lorri Stratton,United States,South,North Carolina,Rocky Mount,27801,Consumer,19-06-2013,Economy
AZ-2012-8667424,29-03-2012,James Casados,United States,West,California,Los Angeles,90004,Consumer,30-03-2012,Priority
BN-2013-7058258,24-10-2013,David Mortlock,United States,West,California,Menlo Park,94025,Consumer,28-10-2013,Economy
AZ-2013-5719967,26-12-2013,Mark Harris,United States,East,Ohio,Lakewood,44107,Consumer,01-01-2014,Economy
BN-2011-188092,27-09-2011,Peter Daly,United States,East,Maryland,Cumberland,21501,Consumer,04-10-2011,Economy
BN-2014-5409026,04-07-2014,Harry Ahmed,United States,Central,Iowa,Bettendorf,52722,Consumer,09-07-2014,Economy
AZ-2014-8061862,13-07-2014,Jayden Ali,United States,Central,Iowa,Sioux City,51106,Consumer,16-07-2014,Priority
BN-2014-2971842,26-12-2014,Chelsea Howell,United States,Central,Wisconsin,Racine,53402,Consumer,28-12-2014,Priority
BN-2014-2098637,17-09-2014,Ella Troy,United States,East,Ohio,Parma,44134,Home Office,22-09-2014,Economy
BN-2011-7459578,27-12-2011,Marie Lawson,United States,South,Florida,Merritt Island,32953,Corporate,03-01-2012,Economy
BN-2013-7852077,20-12-2013,Kristina Moore,United States,South,Kentucky,Paducah,42003,Corporate,25-12-2013,Economy
AZ-2014-2278287,28-11-2014,Bryce Efird,United States,East,Connecticut,Danbury,6810,Corporate,03-12-2014,Economy
BN-2013-3206993,15-08-2013,Jessica Williams,United States,West,California,Santa Maria,93454,Consumer,19-08-2013,Economy
BN-2014-4964479,11-08-2014,Ella Knopwood,United States,East,New York,New York City,10004,Consumer,17-08-2014,Economy
AZ-2014-1328396,25-12-2014,Isaac David,United States,Central,Texas,Burleson,76028,Corporate,27-12-2014,Priority
BN-2013-5107486,23-04-2013,Britney Basaldua,United States,West,Montana,Helena,59601,Corporate,30-04-2013,Economy
BN-2014-6245972,04-08-2014,Rachel Norton,United States,Central,Iowa,Cedar Rapids,52402,Corporate,08-08-2014,Economy
BN-2013-48132,06-06-2013,Evan Allen,United States,Central,Texas,Irving,75061,Corporate,11-06-2013,Economy
BN-2012-1971141,18-12-2012,Edward Hodges,United States,Central,Texas,Sherman,75090,Consumer,25-12-2012,Economy
AZ-2011-7921819,30-09-2011,Archer Hort,United States,Central,Wisconsin,Manitowoc,54220,Consumer,04-10-2011,Economy
AZ-2013-4827275,16-08-2013,Anthony Lawrence,United States,West,California,Riverside,92503,Consumer,21-08-2013,Economy
BN-2014-6758663,16-09-2014,Robert Duffy,United States,Central,Iowa,Dubuque,52001,Home Office,21-09-2014,Economy
AZ-2013-8231031,22-05-2013,Lydia Webster,United States,East,Vermont,Bennington,5201,Consumer,27-05-2013,Economy
AZ-2013-885616,14-09-2013,James Casados,United States,West,Washington,Parkland,98444,Consumer,15-09-2013,Priority
BN-2013-5717739,23-08-2013,Sam French,United States,West,California,Pasadena,91104,Consumer,28-08-2013,Economy
AZ-2011-96343,15-06-2011,Peter Daly,United States,South,South Carolina,Summerville,29483,Consumer,17-06-2011,Priority
AZ-2011-9747665,18-11-2011,Tammy Chamblee,United States,West,California,Mission Viejo,92691,Consumer,22-11-2011,Economy
AZ-2014-7702774,09-06-2014,Toni Lanz,United States,South,Louisiana,New Iberia,70560,Consumer,09-06-2014,Immediate
BN-2013-9140606,16-01-2013,Maya Pamphlett,United States,Central,Illinois,Chicago,60610,Consumer,21-01-2013,Economy
AZ-2013-2468600,13-11-2013,Declan Dundas,United States,Central,Texas,Leander,78641,Corporate,18-11-2013,Economy
AZ-2013-3949241,15-05-2013,Isabella Cleary,United States,Central,Iowa,Burlington,52601,Home Office,21-05-2013,Economy
BN-2013-5868311,04-06-2013,Bianca Crisp,United States,East,District of Columbia,Washington,20016,Home Office,08-06-2013,Economy
BN-2014-9956190,29-03-2014,Daniel Lucas,United States,South,Alabama,Enterprise,36330,Home Office,01-04-2014,Economy Plus
BN-2013-1634253,19-08-2013,Tara Hines,United States,West,California,Rancho Cucamonga,91730,Consumer,19-08-2013,Immediate
BN-2014-1493038,12-03-2014,Harrison Cooke,United States,West,Oregon,Tualatin,97062,Consumer,14-03-2014,Priority
AZ-2014-2750080,04-08-2014,Aidan Rowe,United States,East,Ohio,Fairfield,45014,Consumer,09-08-2014,Economy
AZ-2014-5856629,29-08-2014,William Reichert,United States,West,Montana,Bozeman,59715,Consumer,02-09-2014,Economy
AZ-2014-1538782,18-12-2014,Sam French,United States,South,Virginia,Alexandria,22304,Consumer,21-12-2014,Priority
BN-2012-5608207,08-05-2012,Gilbert Montgomery,United States,East,New Jersey,Millville,8332,Consumer,14-05-2012,Economy
BN-2013-3817334,01-03-2013,Angus Reading,United States,Central,Texas,Round Rock,78664,Corporate,07-03-2013,Economy
AZ-2012-5345939,01-08-2012,Charlie Smithies,United States,East,Massachusetts,Everett,2149,Consumer,03-08-2012,Priority
BN-2014-4149729,13-06-2014,Audrey Knowles,United States,South,Louisiana,New Iberia,70560,Consumer,20-06-2014,Economy
BN-2013-1977946,01-05-2013,Angus Ibsch,United States,West,California,Camarillo,93010,Consumer,03-05-2013,Economy Plus
BN-2014-5307129,18-08-2014,Katie Evenden,United States,East,Vermont,Bennington,5201,Corporate,23-08-2014,Economy
BN-2014-8685864,19-08-2014,Georgina Storey,United States,Central,Texas,Edinburg,78539,Consumer,25-08-2014,Economy
BN-2014-2791040,22-08-2014,Jason Martinez,United States,East,New Jersey,Ridgewood,7450,Corporate,24-08-2014,Economy Plus
AZ-2014-7893156,09-06-2014,Alana Zahel,United States,South,Louisiana,New Iberia,70560,Consumer,12-06-2014,Priority
